Portfolio,Number of Backtest Observations,Actual VaR Breaches,Expected VaR Breaches,Breach Rate,Expected Breach Rate,Average Return on Breach Days,Worst Return,Average VaR,Average ES,Interpretation
Equal Weighted Portfolio,344,14,17.200000000000017,0.040697674418604654,0.050000000000000044,-0.037483127997469015,-0.06463203526422115,0.02682459405502216,0.03713015124535809,Reasonable
Long-only Global Minimum Variance Portfolio,344,17,17.200000000000017,0.04941860465116279,0.050000000000000044,-0.0299302891572494,-0.053728880339138196,0.02174865819625296,0.031511785017931726,Reasonable
Long-only Tangency Portfolio,344,15,17.200000000000017,0.0436046511627907,0.050000000000000044,-0.050335584441310983,-0.08611185633535064,0.03364777431104235,0.05151032980556143,Reasonable
