Portfolio,CAGR,Annualized Volatility,Annualized Sharpe Ratio,"Historical VaR (95%, Daily)","Historical ES (95%, Daily)",Beta vs S&P 500
Equal Weighted Portfolio,0.37377388364182695,0.2754579840469546,1.2104746317787927,0.028449787706893184,0.04041969380260885,1.3042398109279099
Global Minimum Variance Portfolio,0.2811879228656933,0.24589309986893784,1.040506981391702,0.023848818474975646,0.03578138341915217,1.1775637248254327
Tangency Portfolio,0.5576695332486037,0.36302019090478627,1.3415078709402701,0.035067630658135944,0.05123387508625515,1.54161426918091
