Date,Entity Type,Name,"Rolling VaR (95%, 252D)","Rolling ES (95%, 252D)"
2026-09-18,Asset,AAPL,0.021029055530212747,0.03797462772327183
2026-09-18,Asset,GOOG,0.02542522664319363,0.03965659487812961
2026-09-18,Asset,NVDA,0.03725609041617211,0.04464274607507064
2026-09-18,Asset,MSFT,0.02891773309804221,0.043379931136360586
2026-09-18,Asset,AMZN,0.0307369240520826,0.0410313547466095
