Date,Portfolio,Return,"Rolling VaR (95%, 252D)","Rolling ES (95%, 252D)",VaR Breach,Loss Exceeds ES
2025-01-02,Equal Weighted Portfolio,0.00031050408328598967,0.022303175706660697,0.032817296295750524,False,False
2025-01-03,Equal Weighted Portfolio,0.017013150741827323,0.022303175706660697,0.032817296295750524,False,False
2025-01-06,Equal Weighted Portfolio,0.01839295171923583,0.022303175706660697,0.032817296295750524,False,False
2025-01-07,Equal Weighted Portfolio,-0.02336879764848552,0.022303175706660697,0.032817296295750524,True,False
2025-01-08,Equal Weighted Portfolio,7.473813800851216e-05,0.023489258563240144,0.032817296295750524,False,False
2025-01-10,Equal Weighted Portfolio,-0.018603325891253818,0.023489258563240144,0.032817296295750524,False,False
2025-01-13,Equal Weighted Portfolio,-0.008202447969338621,0.023489258563240144,0.032817296295750524,False,False
2025-01-14,Equal Weighted Portfolio,-0.005821595133357161,0.023489258563240144,0.032817296295750524,False,False
2025-01-15,Equal Weighted Portfolio,0.027196743750514507,0.023489258563240144,0.032817296295750524,False,False
2025-01-16,Equal Weighted Portfolio,-0.017829335831804127,0.023489258563240144,0.032817296295750524,False,False
2025-01-17,Equal Weighted Portfolio,0.017818159809424694,0.023489258563240144,0.032817296295750524,False,False
2025-01-21,Equal Weighted Portfolio,0.004229122438181032,0.023489258563240144,0.032817296295750524,False,False
2025-01-22,Equal Weighted Portfolio,0.022320518973689477,0.023489258563240144,0.032817296295750524,False,False
2025-01-23,Equal Weighted Portfolio,0.00017972261065772878,0.023489258563240144,0.032817296295750524,False,False
2025-01-24,Equal Weighted Portfolio,-0.006381928199867559,0.023489258563240144,0.032817296295750524,False,False
2025-01-27,Equal Weighted Portfolio,-0.03942705998016249,0.023489258563240144,0.032817296295750524,True,True
2025-01-28,Equal Weighted Portfolio,0.03670325993840402,0.0252386243288702,0.034031955634981285,False,False
2025-01-29,Equal Weighted Portfolio,-0.01025223178861887,0.0252386243288702,0.034031955634981285,False,False
2025-01-30,Equal Weighted Portfolio,-0.008826848107495143,0.0252386243288702,0.034031955634981285,False,False
2025-01-31,Equal Weighted Portfolio,-0.00313057698312631,0.0252386243288702,0.034031955634981285,False,False
2025-02-03,Equal Weighted Portfolio,-0.017544250145079654,0.0252386243288702,0.034031955634981285,False,False
2025-02-04,Equal Weighted Portfolio,0.017231546950770005,0.023489258563240144,0.03333362964321276,False,False
2025-02-05,Equal Weighted Portfolio,-0.008161785974920257,0.023489258563240144,0.03333362964321276,False,False
2025-02-06,Equal Weighted Portfolio,0.01030088504464577,0.023489258563240144,0.03333362964321276,False,False
2025-02-07,Equal Weighted Portfolio,-0.020400052339506723,0.023489258563240144,0.03333362964321276,False,False
2025-02-10,Equal Weighted Portfolio,0.011803918193573404,0.023489258563240144,0.03333362964321276,False,False
2025-02-11,Equal Weighted Portfolio,0.0013081421502573408,0.023489258563240144,0.03333362964321276,False,False
2025-02-12,Equal Weighted Portfolio,-0.005056938183322979,0.023489258563240144,0.03333362964321276,False,False
2025-02-13,Equal Weighted Portfolio,0.014897762606132759,0.023489258563240144,0.03333362964321276,False,False
2025-02-14,Equal Weighted Portfolio,0.00423456472685273,0.023489258563240144,0.03333362964321276,False,False
