Ticker,Daily Mean Return,Daily Volatility,Annualized Mean Return,Annualized Volatility,Minimum Daily Return,Maximum Daily Return,Latest 252D Return,Backtest Period Volatility
AAPL,0.0014642987811218182,0.014138896955363668,0.36900329284269817,0.22444803093996346,-0.04998173910671744,0.05090685764737546,0.41027304514658947,0.019230241228448606
GOOG,0.0035262724104652386,0.017991560236656857,0.8886206474372401,0.28560716450539464,-0.03592362703293828,0.09970920827572827,1.3332588302041852,0.019928300380756766
NVDA,0.00213368816233751,0.021210488525790057,0.5376894169090526,0.336706066952577,-0.0545612407949545,0.07871770227202068,0.6174944336385058,0.029309436989688673
MSFT,-9.297623350251528e-05,0.014957558606933019,-0.023430010842633853,0.23744388176771092,-0.09993146244609463,0.04606857252161789,-0.05056487198403081,0.01681188564944325
AMZN,0.0010132278215958114,0.018800131729101135,0.25533341104214446,0.29844283902273805,-0.08269617085933034,0.09584492754129248,0.23483947681331974,0.021152803975622834
