Ticker,AAPL,GOOG,NVDA,MSFT,AMZN
AAPL,1.0,0.31197186505096,0.24598688499623053,0.12565448448486813,0.2895480141817828
GOOG,0.31197186505096,1.0,0.2508406414426287,0.0800085322542028,0.4102761566908959
NVDA,0.24598688499623053,0.2508406414426287,1.0,0.35520184870523785,0.32705001992751964
MSFT,0.12565448448486813,0.0800085322542028,0.35520184870523785,1.0,0.29458348491575553
AMZN,0.2895480141817828,0.4102761566908959,0.32705001992751964,0.29458348491575553,1.0
