Ticker,Daily Mean Return,Daily Volatility,Annualized Mean Return,Annualized Volatility,Minimum Daily Return,Maximum Daily Return,Latest 252D Return,Backtest Period Volatility
AAPL,0.001857379815031155,0.01396172513145391,0.468059713387851,0.22163551542760576,-0.04998173910671744,0.05090678215297206,0.55786108543484,0.01903155265834815
GOOG,0.00312565134583095,0.018108879228473665,0.7876641391493994,0.2874695457638672,-0.03592379967880677,0.09970920827572827,1.1087400052015814,0.019831559816914028
NVDA,0.0020280231416132236,0.021526076856533745,0.5110618316865324,0.3417158763915078,-0.0545612407949545,0.07871770227202068,0.5724157349945109,0.029192733703141405
MSFT,-9.437969846607095e-05,0.016001218169086052,-0.02378368401344988,0.25401146369693983,-0.0999314476548332,0.05871564386336314,-0.05472145770646364,0.01731077898047162
AMZN,0.0010194908786865554,0.018946698893053452,0.256911701429012,0.3007695206198532,-0.08269617085933034,0.09584492754129248,0.23589094144744038,0.021039869396653862
