Ticker,AAPL,GOOG,NVDA,MSFT,AMZN
AAPL,1.0,0.14833096033529863,0.11214865866895588,0.11699857649694079,0.08177455524233325
GOOG,0.14833096033529863,1.0,0.2100978926714893,0.15016899411415185,0.5214432268975324
NVDA,0.11214865866895588,0.2100978926714893,1.0,0.2564009755065681,0.2493182362290314
MSFT,0.11699857649694079,0.15016899411415185,0.2564009755065681,1.0,0.383383916471688
AMZN,0.08177455524233325,0.5214432268975324,0.2493182362290314,0.383383916471688,1.0
