Portfolio,Rank,Model,Breach Rate,Expected Breach Rate,Absolute Breach Rate Error,Kupiec p-value,Test Decision,Average VaR,Average ES,Model Comment
Equal Weighted Portfolio,1,Historical VaR,0.0406976744186046,0.05,0.009302325581395404,0.4139683517018211,Do not reject VaR model,0.02682459405502212,0.037130151245358047,Statistically acceptable but not the closest to target breach frequency.
Equal Weighted Portfolio,2,EWMA-t,0.063953488372093,0.05,0.013953488372092995,0.2540845554164345,Do not reject VaR model,0.0238651163469156,0.0324966499089289,Statistically acceptable but not the closest to target breach frequency.
Equal Weighted Portfolio,3,GARCH-t,0.0726744186046511,0.05,0.022674418604651095,0.0698734754180711,Do not reject VaR model,0.022257919652035,0.0322891072685302,Statistically acceptable with relatively low capital intensity.
Long-only Global Minimum Variance Portfolio,1,Historical VaR,0.0494186046511627,0.05,0.0005813953488373047,0.960466362313048,Do not reject VaR model,0.021748658196252914,0.03151178501793169,Well calibrated and statistically acceptable.
Long-only Global Minimum Variance Portfolio,2,EWMA-t,0.0465116279069767,0.05,0.003488372093023301,0.7639994904373135,Do not reject VaR model,0.0210528544966748,0.0287539918136403,Well calibrated and statistically acceptable.
Long-only Global Minimum Variance Portfolio,3,GARCH-t,0.0581395348837209,0.05,0.008139534883720899,0.4990412987551208,Do not reject VaR model,0.0198452154612226,0.0287466654929907,Statistically acceptable with relatively low capital intensity.
Long-only Tangency Portfolio,1,EWMA-t,0.0494186046511627,0.05,0.0005813953488373047,0.960466362313048,Do not reject VaR model,0.0313191517336852,0.0431480360193766,Well calibrated and statistically acceptable.
Long-only Tangency Portfolio,2,GARCH-t,0.0523255813953488,0.05,0.0023255813953487955,0.8442323727860918,Do not reject VaR model,0.0299346284161914,0.0441249098623703,Well calibrated and statistically acceptable.
Long-only Tangency Portfolio,3,Historical VaR,0.0436046511627907,0.05,0.006395348837209304,0.5782934429850894,Do not reject VaR model,0.033647774311042315,0.0515103298055614,Statistically acceptable but not the closest to target breach frequency.
